"movieid"	"tconst"	"title"	"MPAA"	"genre"	"poster_url"	"description"	"reviewBody"	"keywords"	"imdb_rating"	"num_imdb_votes"
"5572"	"tt0303714"	"Barbershop"	"PG-13"	"['Comedy', 'Drama']"	"https://m.media-amazon.com/images/M/MV5BMTgxNTE0OTEzM15BMl5BanBnXkFtZTYwMjgwNzk2._V1_.jpg"	"A day in the life of a South Side Chicago barbershop."	""	"one word title,african american protagonist,criminal,blowtorch,thief"	"6.3"	"31118"
"5573"	"tt0265808"	"Stealing Harvard"	"PG-13"	"['Comedy', 'Crime']"	"https://m.media-amazon.com/images/M/MV5BMjZhMGIyNGMtN2NmYy00OTBhLWE3NWQtMGQ3ZmNmZGUwMDg1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg"	"A middle-class man turns to a life of crime in order to finance his niece&apos;s first year at Harvard University."	""	"man wears eyeglasses,harvard,black comedy,crying during sex,voice over narration"	"5.1"	"13085"
"5574"	"tt0293662"	"The Transporter"	"PG-13"	"['Action', 'Crime', 'Thriller']"	"https://m.media-amazon.com/images/M/MV5BMTk2NDc2MDAxN15BMl5BanBnXkFtZTYwNDc1NDY2._V1_.jpg"	"Frank Martin, who &quot;transports&quot; packages for unknown clients, is asked to move a package that soon begins moving, and complications arise."	""	"gunfight,premarital sex,mixed martial arts,tape over mouth,motor car"	"6.8"	"298594"
"5575"	"tt0269329"	"Betty Fisher et autres histoires"	""	"['Comedy', 'Crime', 'Drama']"	"https://m.media-amazon.com/images/M/MV5BNGU1MGU4M2EtODQ2NS00M2JmLWE0N2MtYjRkZTk3YzhiYmYyXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_.jpg"	"Novelist Betty Fisher enters a dark depression after her young son Joseph dies. Hoping to bring her out of it, her mother Margot arranges to kidnap a boy named Jose to replace the son Betty lost. Although she knows that it&apos;s wrong, B"	""	"child,novelist,depression,death,criminal"	"6.9"	"1609"
"5577"	"tt0280760"	"Igby Goes Down"	"R"	"['Comedy', 'Drama']"	"https://m.media-amazon.com/images/M/MV5BMTUwNTk2NjY0NF5BMl5BanBnXkFtZTcwMjQ3MTI0NA@@._V1_.jpg"	"A young man&apos;s peculiar upbringing renders him unable to competently cope with the struggle of growing up."	""	"mistress,sex in bed,panties pulled down,pink panties,black panties"	"6.9"	"33331"
"5580"	"tt0106315"	"Aspen Extreme"	"PG-13"	"['Drama', 'Romance', 'Sport']"	"https://m.media-amazon.com/images/M/MV5BZjEwZWUzOGQtODExZS00Y2NiLWI0ZTgtMWQ4OTI0MDIxZjcwXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg"	"An autoworker and his buddy exit Detroit, move to Colorado, and become popular ski instructors."	""	"ski instructor,friendship,public nudity,michigan,aspen colorado"	"6.0"	"2944"
"5582"	"tt0103924"	"Captain Ron"	"PG-13"	"['Adventure', 'Comedy']"	"https://m.media-amazon.com/images/M/MV5BOWZkYTk4YjAtZmViZS00ZTY5LWE2YmItOGQ3Y2Y0N2MzODkyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg"	"A Chicagoan inherits an old yacht. He, his wife, daughter and son fly to a Caribbean island and hire a dubious Captain Ron to sail them on an adventure to Miami."	""	"family relationships,sailing,boat,shouting,man in a shower"	"5.8"	"21369"
"5585"	"tt0101821"	"Ernest Scared Stupid"	"PG"	"['Comedy', 'Family', 'Fantasy']"	"https://m.media-amazon.com/images/M/MV5BZDA4MzIxY2EtYzQxMy00MmJkLWI1ODktNzFjMDM0Yzg4YjhlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg"	"Ernest accidentally unleashes an ugly troll that plots to transform children into wooden dolls in the town of Briarville, Missouri."	""	"treehouse,ernest p. worrell character,garbage truck,oral presentation,john wayne impersonation"	"5.7"	"11503"
"5589"	"tt0107212"	"Indian Summer"	"PG-13"	"['Comedy', 'Drama', 'Romance']"	"https://m.media-amazon.com/images/M/MV5BMDNhYzllZTItNGRjMi00ZWUzLTlmNTktOGM5ZDc5MmM3YWU4XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg"	"Seven friends reunite for a week-long reunion at a summer camp in Ontario they used to attend as children which is now threatened with being closed down."	""	"1990s,ontario,canada,timeframe 1990s,woman in swimsuit"	"6.5"	"5568"
"5591"	"tt0110557"	"Monkey Trouble"	"PG"	"['Adventure', 'Comedy', 'Crime']"	"https://m.media-amazon.com/images/M/MV5BNWYyMmUzMjEtNjk1Ni00MWY5LTgyODUtNmFjZTEyYzU5ZmE2XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg"	"A young girl&apos;s life turns hairy when her new pet monkey turns out to be a trained pickpocket on the run from a scheming Gypsy."	""	"1990s,female protagonist,boy,girl,overalls"	"5.3"	"6771"
"5530"	"tt0258153"	"S1m0ne"	"PG-13"	"['Comedy', 'Drama', 'Sci-Fi']"	"https://m.media-amazon.com/images/M/MV5BNjZmNjhjMGUtYmNmYi00MGYyLTk0YTItOWM4MmVmMDIwNmU3XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_.jpg"	"A producer&apos;s film is endangered when his star walks off, so he decides to digitally create an actress to substitute for the star, becoming an overnight sensation that everyone thinks is a real person."	""	"holographic image,artificially created woman,fictional celebrity,media frenzy,film director"	"6.1"	"60447"
"5531"	"tt0281322"	"Undisputed"	"R"	"['Action', 'Crime', 'Drama']"	"https://m.media-amazon.com/images/M/MV5BMmE1NjQ0MDAtMTFhMC00OTgxLTg0ODktMGI2YmE2ZTU4YjhjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg"	"When heavyweight champion George &quot;Iceman&quot; Chambers lands in prison, the resident gangster arranges a boxing match with the reigning prison champ."	""	"prison,boxing,heavyweight champion,fight,iceman"	"6.1"	"32056"
"5532"	"tt0280424"	"Amy&apos;s Orgasm"	"R"	"['Comedy', 'Romance']"	"https://m.media-amazon.com/images/M/MV5BNzI2NTQ4MzUxNl5BMl5BanBnXkFtZTcwNzQxODEzMQ@@._V1_.jpg"	"Story of a 29-year-old Ivy League-educated, self-help author as she grudgingly falls for a shock-jock radio host with a reputation for hitting on his bimbo guests."	""	"hot,sex scene,sexiness,sex comedy,dating"	"5.3"	"1852"
"5537"	"tt0300453"	"Satin Rouge"	""	"['Drama', 'Musical', 'Romance']"	"https://m.media-amazon.com/images/M/MV5BMTkxNTU0NzExOF5BMl5BanBnXkFtZTcwMzkzMzUxMQ@@._V1_.jpg"	"After the death of her husband, Lilia&apos;s life revolves solely around her teenage daughter, Salma. Whilst looking for Salma late one night, Lilia stumbles upon a belly dance cabaret and though initially reserved and taken aback by the "	""	"female protagonist,husband wife relationship,death of husband,mother daughter relationship,teenage girl"	"6.7"	"858"
"5541"	"tt0102059"	"Hot Shots!"	"PG-13"	"['Action', 'Comedy']"	"https://m.media-amazon.com/images/M/MV5BNzgxNmI1ODItZWZlYy00ZjE0LWIwYjgtMTk2MzU0MjhkOWIzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg"	"A parody of Top Gun (1986) in which a talented but unstable fighter pilot must overcome the ghosts of his father and save a mission sabotaged by greedy weapons manufacturers."	""	"1990s,mission,iraq,combat,plane"	"6.7"	"106061"
"5556"	"tt0295254"	"Feardotcom"	"R"	"['Crime', 'Horror', 'Thriller']"	"https://m.media-amazon.com/images/M/MV5BMjEyOTkwNzI4OV5BMl5BanBnXkFtZTYwNzk0MDg5._V1_.jpg"	"A New York City detective investigates mysterious deaths occurring 48 hours after users log onto a site named feardotcom."	""	"bound and gagged,torture,snuff film,vengeful ghost,stabbed in the back"	"3.4"	"21362"
"5562"	"tt0275688"	"Snipes"	"R"	"['Action', 'Drama', 'Music']"	"https://m.media-amazon.com/images/M/MV5BMTYwMjM5NzczMl5BMl5BanBnXkFtZTcwMTc2ODMyMQ@@._V1_.jpg"	"Erik is an ambitious teenager who spends more time posting fliers for his favorite rapper, Prolifik, than sitting in the classroom. When he and his best friend stumble across a dead body one night, they trigger a series of tragic eve"	""	"feature film directorial debut,tied feet,marketing director,key,movie reference"	"5.7"	"388"
"5563"	"tt0269095"	"City by the Sea"	"R"	"['Crime', 'Drama', 'Mystery']"	"https://m.media-amazon.com/images/M/MV5BMTIwMjc1MzI3MF5BMl5BanBnXkFtZTYwMjUwMjY3._V1_.jpg"	"Vincent Lamarca, whose father was executed for a 1950s kidnapping of a child, grew up to become a police officer, only to see his own son become a murder suspect."	""	"father son relationship,grandfather grandson relationship,murder of a police officer,mother son relationship,detective"	"6.1"	"25097"
"5564"	"tt0283026"	"Swimfan"	"PG-13"	"['Drama', 'Thriller']"	"https://m.media-amazon.com/images/M/MV5BM2RmZjY1MTItNGM1ZC00NzhlLWI2MjEtYjY1ZjI1M2NiZTg4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg"	"A high school senior with a promising swimming career has a one-night stand with consequences."	""	"borderline personality disorder,love triangle,fatal attraction,deranged woman,female stalker"	"5.0"	"20072"
"5570"	"tt0117883"	"Tesis"	"R"	"['Crime', 'Horror', 'Mystery']"	"https://m.media-amazon.com/images/M/MV5BYTNjOGMzOTgtYWVmMi00ZWYzLWI4ZDItZjRhMjU3MzBhY2UwXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_.jpg"	"While doing a thesis about violence, Ángela finds a snuff video where a girl is tortured until death. Soon she discovers that the girl was a former student in her faculty..."	""	"oral sex,giallo esque,male in a shower,man wears eyeglasses,boy wears eyeglasses"	"7.4"	"38301"
"5508"	"tt0274309"	"24 Hour Party People"	"R"	"['Biography', 'Comedy', 'Drama']"	"https://m.media-amazon.com/images/M/MV5BYTcyYzMyZGUtOGExYi00ZTljLWE3NDEtMGQyYTZiNmIzMzRiXkEyXkFqcGdeQXVyNzQ5MzY0NjM@._V1_.jpg"	"In 1976, Tony Wilson sets up Factory Records and brings Manchester&apos;s music to the world."	""	"dancer,kidnapping,manchester,drugs,violence"	"7.3"	"36882"
"5512"	"tt0290823"	"Raye makhfi"	"G"	"['Comedy', 'Drama']"	"https://m.media-amazon.com/images/M/MV5BNTA0ZTE2OGQtZDhmZi00YTA5LWJiY2YtOTMwZTkzMTU3NmJhXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_.jpg"	"A female election agent and a gun-toting soldier try to collect votes among the local islanders with mixed success."	""	"looking at oneself in a mirror,vote,election,beach,election agent"	"6.7"	"1224"
"5513"	"tt0327036"	"Martin Lawrence Live: Runteldat"	"R"	"['Documentary', 'Comedy']"	"https://m.media-amazon.com/images/M/MV5BNTZiNjUzNDMtMmZlZS00OWEyLTliZmYtNDkwM2MzNjE3MjNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg"	"After undergoing a number of personal crises, a stand-up comic returns to the stage for a one-man show featuring stinging social commentary and very personal reflections about his life."	""	"stand up,four word title,colon in title,actor name in title,satire"	"5.3"	"1723"
"5515"	"tt0120263"	"Sånger från andra våningen"	"Not Rated"	"['Comedy', 'Drama']"	"https://m.media-amazon.com/images/M/MV5BMGQ4NGQ3MjAtYWI4Mi00YTQ1LTg1NWItN2RhYWU5YmY0Yjg0XkEyXkFqcGdeQXVyNzQxNDExNTU@._V1_.jpg"	"Where are we humans going? A film poem inspired by the Peruvian poet César Vallejo. We meet people in the city. People trying to communicate, searching compassion and get the connection of small and large things."	""	"black comedy,surrealism,female nudity,human sacrifice,crucifix"	"7.5"	"18884"
"5523"	"tt0180052"	"The Adventures of Pluto Nash"	"PG-13"	"['Action', 'Comedy', 'Sci-Fi']"	"https://m.media-amazon.com/images/M/MV5BMTQ4NTMwODQwNV5BMl5BanBnXkFtZTYwNTg0Nzk2._V1_.jpg"	"In the future, a man struggles to keep his lunar nightclub out of the hands of the Mafia."	""	"african american hero,gangster,breasts growing,violence,nightclub shootout"	"3.8"	"25692"
"5524"	"tt0300532"	"Blue Crush"	"PG-13"	"['Drama', 'Romance', 'Sport']"	"https://m.media-amazon.com/images/M/MV5BYzYwZDQwNmEtMDIyNy00NjkzLWJjYTctNTYwNjI2MTBhMzEzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg"	"As a hard-core surfer girl prepares for a big competition, she finds herself falling for a football player."	""	"sister sister relationship,swimsuit,surfing contest,female surfer,bikini"	"5.7"	"31231"
"5525"	"tt0246772"	"Bella Martha"	"PG"	"['Comedy', 'Romance', 'Drama']"	"https://m.media-amazon.com/images/M/MV5BNTYyNzIxMTAyNl5BMl5BanBnXkFtZTYwNzQzMjg2._V1_.jpg"	"When a headstrong chef takes charge of her equally stubborn 8-year-old niece, the tensions between them mount... until an Italian sous-chef arrives to lighten the mood."	""	"triple f rated,f rated,chef,cooking,therapy"	"7.2"	"8240"
"5527"	"tt0256276"	"Possession"	"PG-13"	"['Drama', 'Mystery', 'Romance']"	"https://m.media-amazon.com/images/M/MV5BMTk2NTIzNTU2NF5BMl5BanBnXkFtZTYwNTgwMDg5._V1_.jpg"	"A pair of literary sleuths unearth the amorous secret of two Victorian poets only to find themselves falling under a passionate spell."	""	"painter as artist,more than one bare chested male,female poet,bisexual woman,sex in a hotel room"	"6.3"	"13269"
"5528"	"tt0265459"	"One Hour Photo"	"R"	"['Drama', 'Thriller']"	"https://m.media-amazon.com/images/M/MV5BYWVkMjAzY2QtZTA4Yi00OWZmLTliMzctZTkyODU4NTc3MmRjL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg"	"A mentally unstable photo developer targets an upper middle-class family after his obsession with them becomes more sick and disturbing than any of them could imagine."	""	"photography,photo lab,unfaithfulness,adultery,nude photo shoot"	"6.8"	"121698"
"5529"	"tt0261289"	"Serving Sara"	"PG-13"	"['Comedy', 'Romance']"	"https://m.media-amazon.com/images/M/MV5BNDJkN2MyMjUtMjJhNi00Mzc1LTkzYzUtNWI5NGQzZGIwOWM3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg"	"A process server tries to serve an elusive female target."	""	"process server,divorce,gold digger,divorce papers,panties"	"5.3"	"17647"
"5483"	"tt0303353"	"The Kid Stays in the Picture"	"R"	"['Documentary', 'Biography']"	"https://m.media-amazon.com/images/M/MV5BMTk4OTE1NTg0Nl5BMl5BanBnXkFtZTcwNjkzNjYyMQ@@._V1_.jpg"	"Documentary about legendary Paramount producer Robert Evans (the film shares the same name as Evans&apos;s famous 1994 autobiography)."	""	"reference to an awards show,reference to the golden globes,the white house,entertainment documentary,murder"	"7.3"	"7333"
"5485"	"tt0271219"	"Tadpole"	"PG-13"	"['Comedy', 'Drama', 'Romance']"	"https://m.media-amazon.com/images/M/MV5BMTM2MjMxMTUzMl5BMl5BanBnXkFtZTcwMzQ4MjcxMQ@@._V1_.jpg"	"Coming-of-age story about a suave 15-year-old prep school student who falls in love with his stepmother. When her best friend responds to his advances, he suddenly finds himself in way over his head."	""	"sex offender,female sex offender,female sex abuser,matronizing,male objectification"	"6.2"	"6034"
"5486"	"tt0246500"	"Who Is Cletis Tout?"	"R"	"['Action', 'Comedy', 'Crime']"	"https://m.media-amazon.com/images/M/MV5BMTUyMjYwNTA5OV5BMl5BanBnXkFtZTcwODk4OTMyMQ@@._V1_.jpg"	"This is a comedy about mistaken identities, a hitman who sees everything in terms of the movies, and a twenty-year-old diamond heist."	""	"diamond,heist,independent film"	"6.3"	"4198"
"5501"	"tt0295427"	"The Master of Disguise"	"PG"	"['Adventure', 'Comedy', 'Family']"	"https://m.media-amazon.com/images/M/MV5BODYzNjdmZTgtNzkyZS00NWJjLTlkOGQtZmEzZTI3ZTg2MzNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg"	"An Italian waiter fights off a criminal mastermind with his inherited powers of disguise."	""	"slapstick comedy,inheritance,robbery,disguise,mask"	"3.3"	"24939"
"5502"	"tt0286106"	"Signs"	"PG-13"	"['Drama', 'Mystery', 'Sci-Fi']"	"https://m.media-amazon.com/images/M/MV5BNDUwMDUyMDAyNF5BMl5BanBnXkFtZTYwMDQ3NzM3._V1_.jpg"	"A widowed former priest living with his children and brother on a Pennsylvania farm finds mysterious crop circles in their fields, which suggests something more frightening to come."	""	"crop circle,extraterrestrial,crop,faith,farm"	"6.8"	"355520"
"5503"	"tt0265930"	"L&apos;ultimo bacio"	"R"	"['Comedy', 'Drama', 'Romance']"	"https://m.media-amazon.com/images/M/MV5BNTEwY2U1NjgtMTU3Ny00MDUyLWE1MzctNGZhY2RlM2Y1YjkzXkEyXkFqcGdeQXVyMzIzNDU1NTY@._V1_.jpg"	"Carlo&apos;s life is thrown into a tailspin when his longtime girlfriend Giulia announces she&apos;s pregnant. As Carlo faces up to his anxieties about adulthood, his buddies Paolo, Adriano and Alberto reluctantly grapple with their own respon"	""	"italy,breaking up,responsibility,marriage,family relationships"	"6.9"	"8458"
"5504"	"tt0287717"	"Spy Kids 2: Island of Lost Dreams"	"PG"	"['Action', 'Adventure', 'Comedy']"	"https://m.media-amazon.com/images/M/MV5BNWM2N2JjYzYtYWIyNS00NDc3LWFkNDctMmYwOWQyZTcxYjZhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg"	"The Cortez siblings set out for a mysterious island, where they encounter a genetic scientist and a set of rival spy kids."	""	"machete cortez character,close up of eye,espionage,good versus evil,close up of eyes"	"5.2"	"66399"
"5505"	"tt0279113"	"The Good Girl"	"R"	"['Drama', 'Romance']"	"https://m.media-amazon.com/images/M/MV5BODA1NjA3MzAtNGYyYS00YThmLThkZDktNDk1ZTM4ZTJmNDgyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg"	"A discount store clerk strikes up an affair with a stock boy who considers himself the incarnation of Holden Caulfield."	""	"dysfunctional marriage,small town,female frontal nudity,vomiting woman,reference to the catcher in the rye"	"6.4"	"45038"
"5506"	"tt0309377"	"Blood Work"	"R"	"['Action', 'Crime', 'Drama']"	"https://m.media-amazon.com/images/M/MV5BMTIxMDMzMDk1NV5BMl5BanBnXkFtZTYwNzgxNDY3._V1_.jpg"	"Still recovering from a heart transplant, retired F.B.I. profiler Terry McCaleb (Clint Eastwood) returns to service when his own blood analysis offers clues to the identity of a serial killer."	""	"hooded sweatshirt,shot in the back of one&apos;s head,2000s,title same as book,villain not really dead cliche"	"6.4"	"44613"
"5507"	"tt0295701"	"xXx"	"PG-13"	"['Action', 'Adventure', 'Thriller']"	"https://m.media-amazon.com/images/M/MV5BYjYwMzg4MTAtYTQ3NC00MjdlLWEzNGEtNzQwYzA3OGZmZWYyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg"	"An extreme sports athlete, Xander Cage, is recruited by the government on a special mission."	""	"snowboard,time bomb,kidnapping,tattoo on torso,adventure hero"	"5.8"	"178516"
"5463"	"tt0253556"	"Reign of Fire"	"PG-13"	"['Action', 'Adventure', 'Fantasy']"	"https://m.media-amazon.com/images/M/MV5BZTU1ZGE0NmUtZWZjYS00YTI2LTkyMDItNGJlNDM3NjhkMDEwXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg"	"A brood of fire-breathing dragons emerges from the earth and begins setting everything ablaze, establishing dominance over the planet."	""	"dragon,fire breathing dragon,castle,military,final showdown"	"6.2"	"134093"
"5464"	"tt0257044"	"Road to Perdition"	"R"	"['Crime', 'Drama', 'Thriller']"	"https://m.media-amazon.com/images/M/MV5BNjcxMmQ0MmItYTkzYy00MmUyLTlhOTQtMmJmNjE3MDMwYjdlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg"	"A mob enforcer&apos;s son in 1930s Illinois witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge."	""	"based on comic book,dog,bicycle,assassin,murder"	"7.7"	"262521"
"5465"	"tt0297721"	"Riri Shushu no subete"	"Unrated"	"['Crime', 'Drama', 'Music']"	"https://m.media-amazon.com/images/M/MV5BMzhkMzYyYzYtMDJmNi00MzZkLTkyYzQtNGUzOGQ5NjMxZTU0XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_.jpg"	"The problematic lives of teenager students for whom the singer Lily Chou-Chou&apos;s dreamy music is the only way to escape an alienating, violent and insensitive society."	""	"love making,bully,japan,prostitute,older man young girl relationship"	"7.5"	"8877"
"5466"	"tt0269499"	"Ma femme est une actrice"	"R"	"['Comedy', 'Drama', 'Romance']"	"https://m.media-amazon.com/images/M/MV5BOWM1MjA5MzYtMjZhOC00ODkyLTg2ZmQtNjYzY2M2NjQ0MjA5XkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_.jpg"	"A &quot;normal&quot; guy who is married to a hot actress gets worried that she is involved with her costar. This worry turns into jealousy and causes problems in their relationship. This is a story about trust and a comedy about the actions be"	""	"prostitute,unfaithfulness,infidelity,fellatio,extramarital affair"	"6.4"	"3637"
"5476"	"tt0220506"	"Halloween: Resurrection"	"R"	"['Horror', 'Thriller']"	"https://m.media-amazon.com/images/M/MV5BODczZDMxNTMtZDIxOC00YWEzLWJkMmEtZjczNGUwZDA2NTNhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg"	"Three years after he last terrorized his sister, Michael Myers confronts her again, before traveling to Haddonfield to deal with the cast and crew of a reality show which is being broadcast from his old home."	""	"michael myers,halloween,michael myers character,murder spree,horror icon"	"3.9"	"42726"
"5477"	"tt0254455"	"Lucía y el sexo"	"TV-MA"	"['Drama', 'Romance']"	"https://m.media-amazon.com/images/M/MV5BYzUwMmU0ZTctOTg2OS00ZGJiLTkwYjMtMGYwN2Y0MmE4ZTZlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg"	"Various lives converge on an isolated island, all connected by an author whose novel has become inextricably entwined with his own life."	""	"sex scene,watching a porn video,female full frontal nudity,dildo,nudity"	"7.1"	"36634"
"5478"	"tt0271367"	"Eight Legged Freaks"	"PG-13"	"['Action', 'Adventure', 'Comedy']"	"https://m.media-amazon.com/images/M/MV5BMzMzODg5MDk4OV5BMl5BanBnXkFtZTYwNTM0Nzc3._V1_.jpg"	"Venomous spiders get exposed to a noxious chemical that causes them to grow to monumental proportions."	""	"giant spider,town in panic,arizona desert,arizona,2000s"	"5.5"	"56818"
"5479"	"tt0267626"	"K-19: The Widowmaker"	"PG-13"	"['Drama', 'History', 'Thriller']"	"https://m.media-amazon.com/images/M/MV5BMWY2YjIwNDAtYjQwOC00YjY5LTk2MDUtMjY4ZDdiMjdlNjIzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg"	"When Russia&apos;s first nuclear submarine malfunctions on its maiden voyage, the crew must race to save the ship and prevent a nuclear disaster."	""	"nuclear submarine,nuclear accident,radiation sickness,radioactive contamination,nuclear disaster"	"6.7"	"62672"
"5480"	"tt0243585"	"Stuart Little 2"	"G"	"['Animation', 'Adventure', 'Comedy']"	"https://m.media-amazon.com/images/M/MV5BMTYyNDg0Njc2Nl5BMl5BanBnXkFtZTYwMDc3NzQ3._V1_.jpg"	"Stuart and Snowbell set out across town to rescue a friend."	""	"live action cgi hybrid,animal character name as title,stuart little character,man wears eyeglasses,boy wears eyeglasses"	"5.5"	"53547"
"5481"	"tt0295178"	"Austin Powers in Goldmember"	"PG-13"	"['Action', 'Adventure', 'Comedy']"	"https://m.media-amazon.com/images/M/MV5BMTI3NTkzODI0MF5BMl5BanBnXkFtZTYwNjc5MTA3._V1_.jpg"	"Upon learning that his father has been kidnapped, Austin Powers must travel to 1975 and defeat the aptly named villain Goldmember, who is working with Dr. Evil."	""	"protagonist and antagonist played by same actor,spy spoof,time travel,medical examination,villain arrested"	"6.2"	"206196"
"5451"	"tt0265591"	"Pumpkin"	"R"	"['Comedy', 'Drama', 'Romance']"	"https://m.media-amazon.com/images/M/MV5BMTg2MDA3MTk1MV5BMl5BanBnXkFtZTcwMzIwMTU2NA@@._V1_.jpg"	"A sorority girl finds her life falling apart after she develops romantic feelings for a mentally-challenged man."	""	"sorority girl,hula dance,mother daughter relationship,mental retardation,male objectification"	"6.1"	"8978"
"5452"	"tt0107438"	"Look Who&apos;s Talking Now"	"PG-13"	"['Comedy', 'Family', 'Romance']"	"https://m.media-amazon.com/images/M/MV5BMzg5OWQ3NzYtZTkwNi00YjE2LWFiNTMtNmVlNjdiZTA4YWIxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg"	"The dogs can talk at a family of 4, where mom loses her job the same day dad gets a job as pilot for a cute, single boss."	""	"third in trilogy,last of series,1990s,movie flop,third part"	"4.3"	"29161"
"5454"	"tt0104897"	"Mo&apos; Money"	"R"	"['Action', 'Comedy', 'Crime']"	"https://m.media-amazon.com/images/M/MV5BOTg5ZmIxYzEtODYyNS00YzE4LTgxZGMtOTRjYzkwZGM3ODQ4XkEyXkFqcGdeQXVyMTczNjQwOTY@._V1_.jpg"	"A petty crook stalks a cute girl into an office building and is taken for a job applicant. Conning gets him the job. It&apos;s in the mail room of new credit cards. 2 superiors are worse crooks."	""	"credit card company,con artist,credit card,black american,urban setting"	"5.5"	"7589"
"5455"	"tt0102573"	"The Object of Beauty"	"R"	"['Comedy', 'Crime', 'Drama']"	"https://m.media-amazon.com/images/M/MV5BMTI2MzQ4ODQ3MV5BMl5BanBnXkFtZTcwODQyMzgyMQ@@._V1_.jpg"	"This story is about a ne&apos;er do well and his girlfriend search for a thief."	""	"female nudity,female rear nudity,hearing impaired girl,hearing impaired,disloyalty"	"5.6"	"2121"
"5456"	"tt0111653"	"Wagons East!"	"PG-13"	"['Adventure', 'Comedy', 'Western']"	"https://m.media-amazon.com/images/M/MV5BOTNiMmZjMDktMzQ3OC00MWYwLTg1ZmQtZGQ5NjcwZmQ4MWQzXkEyXkFqcGdeQXVyNjgxNTAwNjQ@._V1_.jpg"	"In the 1860s Wild West, a ragged bunch of misfit settlers decides they cannot stand living in their current situation and they hire a grizzled cowboy to take them on a journey back East to their hometowns."	""	"two gun holster,holster,double gun holster,gun holster,buxom"	"4.8"	"5492"
"5458"	"tt0308506"	"Like Mike"	"PG"	"['Comedy', 'Family', 'Fantasy']"	"https://m.media-amazon.com/images/M/MV5BNDU4ZDdjN2EtZWE1MS00OGQ2LWEzNGEtMDhlOGE5YTg3NDlmXkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_.jpg"	"A 13-year-old orphan becomes an NBA superstar after trying on a pair of sneakers with the faded initials &quot;M.J.&quot; inside."	""	"shoe,orphanage,basketball,orphan,reference to michael jordan"	"5.3"	"20607"
"5459"	"tt0120912"	"Men in Black II"	"PG-13"	"['Action', 'Adventure', 'Comedy']"	"https://m.media-amazon.com/images/M/MV5BMTMxNDA0NTMxMV5BMl5BanBnXkFtZTYwMDE2NzY2._V1_.jpg"	"Agent Jay is sent to find Agent Kay and restore his memory after the re-appearance of a case from Kay&apos;s past."	""	"lingerie,michael jackson character,calzone,video conference,leather outfit"	"6.1"	"365575"
"5460"	"tt0289408"	"The Powerpuff Girls Movie"	"PG"	"['Animation', 'Action', 'Adventure']"	"https://m.media-amazon.com/images/M/MV5BMjE4NTY0NjQ5OF5BMl5BanBnXkFtZTYwMTE3NTY3._V1_.jpg"	"The movie shows the origin of the Powerpuff Girls before the cartoon series. It explains why they were born and why they dedicated their lives to fighting crime and the forces of evil."	""	"cartoon network,cult tv,superhero crying,gender in title,origin of heroine"	"6.5"	"9893"
"5461"	"tt0263725"	"Me Without You"	"R"	"['Drama']"	"https://m.media-amazon.com/images/M/MV5BMTIyNDIwNzY4Nl5BMl5BanBnXkFtZTYwNjE4NDA3._V1_.jpg"	"Two best friends grow up on the Isle of Wight and in Brighton in the 1970s and 1980s."	""	"isle of wight,london england,timeframe 1970s,timeframe 1980s,best friend"	"6.7"	"4621"
